,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
20,240.0,240.0,41.0,90.0,0.456,14.0,44.0,0.318,15.0,20.0,0.75,9.0,32.0,41.0,24.0,7.0,7.0,13.0,18.0,111.0,,,0.562,0.533,0.489,0.222,19.6,74.4,46.1,58.5,7.0,13.7,11.6,100.0,110.3,135.2,,,8.0,13.0,0.8,3.0,7.0,0.5,5.0,8.0,1.0,2.0,8.0,8.0,5.0,3.0,3.0,2.0,5.0,17.0,17.3,4.0,0.8,0.8,0.857,0.727,16.0,31.7,18.4,31.2,4.4,19.7,25.0,24.5,140.0,142.0,ORL,111,0,240.0,240.0,52.0,97.0,0.536,23.0,46.0,0.5,9.0,12.0,0.75,11.0,37.0,48.0,39.0,4.0,1.0,11.0,16.0,136.0,,,0.665,0.655,0.474,0.124,25.6,80.4,53.9,75.0,4.0,2.2,9.7,100.0,135.2,110.3,,,11.0,14.0,1.0,6.0,8.0,1.0,3.0,4.0,1.0,3.0,8.0,10.0,9.0,1.0,1.0,3.0,4.0,30.0,24.5,19.0,1.5,1.5,1.0,0.5,23.7,44.4,34.4,34.7,7.7,4.0,20.0,34.4,277.0,117.0,SAC,136,1,2023,2023-01-09,False
21,240.0,240.0,52.0,97.0,0.536,23.0,46.0,0.5,9.0,12.0,0.75,11.0,37.0,48.0,39.0,4.0,1.0,11.0,16.0,136.0,,,0.665,0.655,0.474,0.124,25.6,80.4,53.9,75.0,4.0,2.2,9.7,100.0,135.2,110.3,,,11.0,14.0,1.0,6.0,8.0,1.0,3.0,4.0,1.0,3.0,8.0,10.0,9.0,1.0,1.0,3.0,4.0,30.0,24.5,19.0,1.5,1.5,1.0,0.5,23.7,44.4,34.4,34.7,7.7,4.0,20.0,34.4,277.0,117.0,SAC,136,1,240.0,240.0,41.0,90.0,0.456,14.0,44.0,0.318,15.0,20.0,0.75,9.0,32.0,41.0,24.0,7.0,7.0,13.0,18.0,111.0,,,0.562,0.533,0.489,0.222,19.6,74.4,46.1,58.5,7.0,13.7,11.6,100.0,110.3,135.2,,,8.0,13.0,0.8,3.0,7.0,0.5,5.0,8.0,1.0,2.0,8.0,8.0,5.0,3.0,3.0,2.0,5.0,17.0,17.3,4.0,0.8,0.8,0.857,0.727,16.0,31.7,18.4,31.2,4.4,19.7,25.0,24.5,140.0,142.0,ORL,111,0,2023,2023-01-09,True
22,240.0,240.0,45.0,84.0,0.536,16.0,36.0,0.444,16.0,23.0,0.696,7.0,34.0,41.0,26.0,10.0,2.0,17.0,9.0,122.0,,,0.648,0.631,0.429,0.274,16.3,79.1,47.7,57.8,9.7,4.0,15.3,100.0,118.3,133.8,,,9.0,16.0,1.0,4.0,9.0,0.667,7.0,10.0,1.0,2.0,7.0,8.0,6.0,2.0,1.0,4.0,2.0,25.0,23.0,21.0,1.0,1.0,1.0,2.0,9.3,65.1,37.2,32.4,7.8,8.6,50.0,33.7,159.0,142.0,MIA,122,0,240.0,240.0,53.0,99.0,0.535,25.0,49.0,0.51,7.0,8.0,0.875,9.0,36.0,45.0,35.0,9.0,4.0,11.0,16.0,138.0,,,0.673,0.662,0.495,0.081,20.9,83.7,52.3,66.0,8.7,8.3,9.7,100.0,133.8,118.3,,,12.0,19.0,0.857,6.0,10.0,0.833,2.0,3.0,1.0,3.0,12.0,15.0,11.0,2.0,2.0,3.0,5.0,25.0,21.6,28.0,1.214,1.214,1.0,0.273,12.0,47.9,30.0,41.9,3.7,7.2,22.2,33.4,250.0,126.0,MIL,138,1,2023,2023-04-19,False
23,240.0,240.0,53.0,99.0,0.535,25.0,49.0,0.51,7.0,8.0,0.875,9.0,36.0,45.0,35.0,9.0,4.0,11.0,16.0,138.0,,,0.673,0.662,0.495,0.081,20.9,83.7,52.3,66.0,8.7,8.3,9.7,100.0,133.8,118.3,,,12.0,19.0,0.857,6.0,10.0,0.833,2.0,3.0,1.0,3.0,12.0,15.0,11.0,2.0,2.0,3.0,5.0,25.0,21.6,28.0,1.214,1.214,1.0,0.273,12.0,47.9,30.0,41.9,3.7,7.2,22.2,33.4,250.0,126.0,MIL,138,1,240.0,240.0,45.0,84.0,0.536,16.0,36.0,0.444,16.0,23.0,0.696,7.0,34.0,41.0,26.0,10.0,2.0,17.0,9.0,122.0,,,0.648,0.631,0.429,0.274,16.3,79.1,47.7,57.8,9.7,4.0,15.3,100.0,118.3,133.8,,,9.0,16.0,1.0,4.0,9.0,0.667,7.0,10.0,1.0,2.0,7.0,8.0,6.0,2.0,1.0,4.0,2.0,25.0,23.0,21.0,1.0,1.0,1.0,2.0,9.3,65.1,37.2,32.4,7.8,8.6,50.0,33.7,159.0,142.0,MIA,122,0,2023,2023-04-19,True
24,240.0,240.0,48.0,102.0,0.471,14.0,35.0,0.4,15.0,18.0,0.833,12.0,32.0,44.0,25.0,5.0,3.0,10.0,21.0,125.0,,,0.569,0.539,0.343,0.176,25.0,80.0,50.0,52.1,4.9,5.4,8.3,100.0,121.5,122.5,,,14.0,31.0,0.692,5.0,11.0,0.714,6.0,8.0,1.0,3.0,6.0,9.0,8.0,2.0,2.0,3.0,4.0,38.0,24.9,12.0,0.885,0.885,0.6,0.667,18.9,34.0,25.7,26.7,3.3,4.6,20.5,37.7,178.0,129.0,SAC,125,0,240.0,240.0,45.0,90.0,0.5,14.0,34.0,0.412,22.0,24.0,0.917,8.0,36.0,44.0,31.0,8.0,6.0,12.0,19.0,126.0,,,0.626,0.578,0.378,0.267,20.0,75.0,50.0,68.9,7.7,9.0,10.7,100.0,121.9,120.9,,,11.0,22.0,1.0,5.0,11.0,1.0,6.0,6.0,1.0,4.0,12.0,14.0,7.0,2.0,4.0,3.0,4.0,32.0,24.1,22.0,1.5,1.5,1.0,0.429,15.5,37.5,23.9,28.4,3.0,7.6,28.6,31.6,300.0,131.0,GSW,126,1,2023,2023-04-23,False
25,240.0,240.0,45.0,90.0,0.5,14.0,34.0,0.412,22.0,24.0,0.917,8.0,36.0,44.0,31.0,8.0,6.0,12.0,19.0,126.0,,,0.626,0.578,0.378,0.267,20.0,75.0,50.0,68.9,7.7,9.0,10.7,100.0,121.9,120.9,,,11.0,22.0,1.0,5.0,11.0,1.0,6.0,6.0,1.0,4.0,12.0,14.0,7.0,2.0,4.0,3.0,4.0,32.0,24.1,22.0,1.5,1.5,1.0,0.429,15.5,37.5,23.9,28.4,3.0,7.6,28.6,31.6,300.0,131.0,GSW,126,1,240.0,240.0,48.0,102.0,0.471,14.0,35.0,0.4,15.0,18.0,0.833,12.0,32.0,44.0,25.0,5.0,3.0,10.0,21.0,125.0,,,0.569,0.539,0.343,0.176,25.0,80.0,50.0,52.1,4.9,5.4,8.3,100.0,121.5,122.5,,,14.0,31.0,0.692,5.0,11.0,0.714,6.0,8.0,1.0,3.0,6.0,9.0,8.0,2.0,2.0,3.0,4.0,38.0,24.9,12.0,0.885,0.885,0.6,0.667,18.9,34.0,25.7,26.7,3.3,4.6,20.5,37.7,178.0,129.0,SAC,125,0,2023,2023-04-23,True
26,240.0,240.0,30.0,81.0,0.37,11.0,36.0,0.306,9.0,16.0,0.563,5.0,33.0,38.0,18.0,6.0,6.0,12.0,16.0,80.0,,,0.454,0.438,0.444,0.198,10.4,75.0,41.3,60.0,6.4,11.8,12.0,100.0,85.4,116.3,,,6.0,15.0,0.6,3.0,7.0,0.667,5.0,6.0,0.833,2.0,11.0,13.0,5.0,2.0,2.0,4.0,4.0,18.0,13.7,1.0,0.8,0.8,1.0,0.8,22.0,46.7,26.4,44.2,16.3,14.9,100.0,53.3,160.0,127.0,MIN,80,0,240.0,240.0,41.0,90.0,0.456,16.0,39.0,0.41,11.0,17.0,0.647,11.0,43.0,54.0,24.0,6.0,4.0,11.0,20.0,109.0,,,0.559,0.544,0.433,0.189,25.0,89.6,58.7,58.5,6.4,8.9,10.1,100.0,116.3,85.4,,,9.0,22.0,1.0,4.0,10.0,1.0,5.0,6.0,1.0,5.0,10.0,14.0,8.0,1.0,1.0,2.0,6.0,24.0,18.7,24.0,1.25,1.25,1.0,2.0,25.7,48.4,25.6,41.4,12.1,5.5,100.0,37.6,180.0,95.0,DEN,109,1,2023,2023-04-16,False
27,240.0,240.0,41.0,90.0,0.456,16.0,39.0,0.41,11.0,17.0,0.647,11.0,43.0,54.0,24.0,6.0,4.0,11.0,20.0,109.0,,,0.559,0.544,0.433,0.189,25.0,89.6,58.7,58.5,6.4,8.9,10.1,100.0,116.3,85.4,,,9.0,22.0,1.0,4.0,10.0,1.0,5.0,6.0,1.0,5.0,10.0,14.0,8.0,1.0,1.0,2.0,6.0,24.0,18.7,24.0,1.25,1.25,1.0,2.0,25.7,48.4,25.6,41.4,12.1,5.5,100.0,37.6,180.0,95.0,DEN,109,1,240.0,240.0,30.0,81.0,0.37,11.0,36.0,0.306,9.0,16.0,0.563,5.0,33.0,38.0,18.0,6.0,6.0,12.0,16.0,80.0,,,0.454,0.438,0.444,0.198,10.4,75.0,41.3,60.0,6.4,11.8,12.0,100.0,85.4,116.3,,,6.0,15.0,0.6,3.0,7.0,0.667,5.0,6.0,0.833,2.0,11.0,13.0,5.0,2.0,2.0,4.0,4.0,18.0,13.7,1.0,0.8,0.8,1.0,0.8,22.0,46.7,26.4,44.2,16.3,14.9,100.0,53.3,160.0,127.0,MIN,80,0,2023,2023-04-16,True
28,265.0,265.0,50.0,104.0,0.481,12.0,36.0,0.333,19.0,25.0,0.76,15.0,34.0,49.0,33.0,10.0,6.0,14.0,25.0,131.0,,,0.57,0.538,0.346,0.24,29.4,81.0,52.7,66.0,9.0,12.2,10.9,100.0,118.2,124.5,,,13.0,28.0,0.714,5.0,9.0,0.625,11.0,12.0,1.0,4.0,8.0,9.0,12.0,4.0,4.0,4.0,6.0,40.0,30.8,16.0,0.746,0.767,0.571,0.429,18.5,28.1,22.8,33.9,4.5,10.6,23.3,100.0,160.0,134.0,MEM,131,0,265.0,265.0,44.0,88.0,0.5,21.0,39.0,0.538,29.0,39.0,0.744,8.0,36.0,44.0,35.0,9.0,8.0,16.0,22.0,138.0,,,0.656,0.619,0.443,0.443,19.0,70.6,47.3,79.5,8.2,11.8,13.2,100.0,125.1,118.7,,,11.0,21.0,0.75,7.0,13.0,0.667,9.0,12.0,1.0,3.0,9.0,10.0,13.0,3.0,3.0,4.0,5.0,35.0,28.6,22.0,1.0,1.0,1.0,1.0,11.1,37.0,20.3,41.4,5.7,12.3,50.0,28.7,169.0,128.0,NOP,138,1,2023,2023-04-05,False
29,265.0,265.0,44.0,88.0,0.5,21.0,39.0,0.538,29.0,39.0,0.744,8.0,36.0,44.0,35.0,9.0,8.0,16.0,22.0,138.0,,,0.656,0.619,0.443,0.443,19.0,70.6,47.3,79.5,8.2,11.8,13.2,100.0,125.1,118.7,,,11.0,21.0,0.75,7.0,13.0,0.667,9.0,12.0,1.0,3.0,9.0,10.0,13.0,3.0,3.0,4.0,5.0,35.0,28.6,22.0,1.0,1.0,1.0,1.0,11.1,37.0,20.3,41.4,5.7,12.3,50.0,28.7,169.0,128.0,NOP,138,1,265.0,265.0,50.0,104.0,0.481,12.0,36.0,0.333,19.0,25.0,0.76,15.0,34.0,49.0,33.0,10.0,6.0,14.0,25.0,131.0,,,0.57,0.538,0.346,0.24,29.4,81.0,52.7,66.0,9.0,12.2,10.9,100.0,118.2,124.5,,,13.0,28.0,0.714,5.0,9.0,0.625,11.0,12.0,1.0,4.0,8.0,9.0,12.0,4.0,4.0,4.0,6.0,40.0,30.8,16.0,0.746,0.767,0.571,0.429,18.5,28.1,22.8,33.9,4.5,10.6,23.3,100.0,160.0,134.0,MEM,131,0,2023,2023-04-05,True
30,240.0,240.0,49.0,92.0,0.533,16.0,37.0,0.432,14.0,16.0,0.875,10.0,35.0,45.0,25.0,7.0,11.0,16.0,18.0,128.0,,,0.646,0.62,0.402,0.174,26.3,85.4,57.0,51.0,6.9,20.8,13.9,100.0,126.5,110.7,,,11.0,17.0,0.786,5.0,9.0,0.833,4.0,4.0,1.0,4.0,9.0,12.0,7.0,3.0,7.0,5.0,4.0,29.0,25.9,27.0,0.974,0.964,1.0,0.4,13.8,31.0,19.9,23.7,3.9,17.3,33.3,28.4,179.0,122.0,LAL,128,0,240.0,240.0,42.0,89.0,0.472,13.0,36.0,0.361,15.0,16.0,0.938,6.0,28.0,34.0,24.0,6.0,2.0,12.0,19.0,112.0,,,0.583,0.545,0.404,0.18,14.6,73.7,43.0,57.1,6.0,3.6,11.1,100.0,111.8,127.8,,,13.0,21.0,0.619,3.0,10.0,0.667,7.0,7.0,1.0,2.0,6.0,6.0,6.0,2.0,2.0,6.0,5.0,31.0,26.8,11.0,0.694,0.667,1.0,0.4,9.6,25.2,15.0,23.1,3.2,4.7,100.0,88.9,148.0,134.0,MEM,112,1,2023,2023-04-16,True
31,240.0,240.0,42.0,89.0,0.472,13.0,36.0,0.361,15.0,16.0,0.938,6.0,28.0,34.0,24.0,6.0,2.0,12.0,19.0,112.0,,,0.583,0.545,0.404,0.18,14.6,73.7,43.0,57.1,6.0,3.6,11.1,100.0,111.8,127.8,,,13.0,21.0,0.619,3.0,10.0,0.667,7.0,7.0,1.0,2.0,6.0,6.0,6.0,2.0,2.0,6.0,5.0,31.0,26.8,11.0,0.694,0.667,1.0,0.4,9.6,25.2,15.0,23.1,3.2,4.7,100.0,88.9,148.0,134.0,MEM,112,1,240.0,240.0,49.0,92.0,0.533,16.0,37.0,0.432,14.0,16.0,0.875,10.0,35.0,45.0,25.0,7.0,11.0,16.0,18.0,128.0,,,0.646,0.62,0.402,0.174,26.3,85.4,57.0,51.0,6.9,20.8,13.9,100.0,126.5,110.7,,,11.0,17.0,0.786,5.0,9.0,0.833,4.0,4.0,1.0,4.0,9.0,12.0,7.0,3.0,7.0,5.0,4.0,29.0,25.9,27.0,0.974,0.964,1.0,0.4,13.8,31.0,19.9,23.7,3.9,17.3,33.3,28.4,179.0,122.0,LAL,128,0,2023,2023-04-16,False
32,240.0,240.0,46.0,91.0,0.505,17.0,42.0,0.405,12.0,15.0,0.8,11.0,32.0,43.0,35.0,8.0,4.0,12.0,22.0,121.0,,,0.62,0.599,0.462,0.165,28.2,78.0,53.8,76.1,8.3,6.3,10.9,100.0,125.9,107.2,,,10.0,23.0,1.0,7.0,10.0,0.7,5.0,5.0,1.0,3.0,9.0,12.0,11.0,3.0,2.0,3.0,4.0,23.0,19.3,23.0,1.064,1.0,1.0,2.0,11.5,52.7,27.0,52.9,4.8,11.6,100.0,44.0,237.0,117.0,SAC,121,0,240.0,240.0,37.0,84.0,0.44,7.0,20.0,0.35,22.0,27.0,0.815,9.0,28.0,37.0,20.0,6.0,4.0,14.0,14.0,103.0,,,0.537,0.482,0.238,0.321,22.0,71.8,46.3,54.1,6.2,8.2,12.7,100.0,107.2,125.9,,,7.0,19.0,1.0,3.0,8.0,1.0,7.0,8.0,1.0,3.0,5.0,8.0,6.0,2.0,2.0,7.0,3.0,22.0,15.9,4.0,1.136,1.125,1.0,1.333,38.8,40.8,19.9,27.5,3.5,11.1,27.4,30.1,250.0,135.0,NOP,103,1,2023,2023-04-04,True
33,240.0,240.0,37.0,84.0,0.44,7.0,20.0,0.35,22.0,27.0,0.815,9.0,28.0,37.0,20.0,6.0,4.0,14.0,14.0,103.0,,,0.537,0.482,0.238,0.321,22.0,71.8,46.3,54.1,6.2,8.2,12.7,100.0,107.2,125.9,,,7.0,19.0,1.0,3.0,8.0,1.0,7.0,8.0,1.0,3.0,5.0,8.0,6.0,2.0,2.0,7.0,3.0,22.0,15.9,4.0,1.136,1.125,1.0,1.333,38.8,40.8,19.9,27.5,3.5,11.1,27.4,30.1,250.0,135.0,NOP,103,1,240.0,240.0,46.0,91.0,0.505,17.0,42.0,0.405,12.0,15.0,0.8,11.0,32.0,43.0,35.0,8.0,4.0,12.0,22.0,121.0,,,0.62,0.599,0.462,0.165,28.2,78.0,53.8,76.1,8.3,6.3,10.9,100.0,125.9,107.2,,,10.0,23.0,1.0,7.0,10.0,0.7,5.0,5.0,1.0,3.0,9.0,12.0,11.0,3.0,2.0,3.0,4.0,23.0,19.3,23.0,1.064,1.0,1.0,2.0,11.5,52.7,27.0,52.9,4.8,11.6,100.0,44.0,237.0,117.0,SAC,121,0,2023,2023-04-04,False
34,240.0,240.0,46.0,106.0,0.434,12.0,37.0,0.324,15.0,19.0,0.789,22.0,35.0,57.0,31.0,7.0,1.0,9.0,19.0,119.0,,,0.52,0.491,0.349,0.179,40.7,83.3,59.4,67.4,7.2,2.2,7.3,100.0,122.3,126.4,,,10.0,26.0,0.727,2.0,7.0,1.0,7.0,7.0,1.0,7.0,9.0,11.0,11.0,3.0,1.0,3.0,4.0,28.0,21.6,10.0,0.696,0.773,0.833,1.0,48.3,34.2,34.9,43.6,5.0,3.3,25.8,36.0,152.0,133.0,SAC,119,0,240.0,240.0,44.0,89.0,0.494,20.0,44.0,0.455,15.0,18.0,0.833,7.0,32.0,39.0,24.0,4.0,7.0,10.0,18.0,123.0,,,0.635,0.607,0.494,0.202,16.7,59.3,40.6,54.5,4.1,10.1,9.4,100.0,126.4,122.3,,,12.0,23.0,1.0,6.0,11.0,0.667,8.0,10.0,1.0,3.0,9.0,10.0,8.0,2.0,3.0,3.0,4.0,31.0,24.9,12.0,1.0,1.0,0.667,1.0,29.1,23.2,17.0,28.8,2.3,16.1,37.5,30.1,229.0,131.0,DAL,123,1,2023,2023-04-05,False
35,240.0,240.0,44.0,89.0,0.494,20.0,44.0,0.455,15.0,18.0,0.833,7.0,32.0,39.0,24.0,4.0,7.0,10.0,18.0,123.0,,,0.635,0.607,0.494,0.202,16.7,59.3,40.6,54.5,4.1,10.1,9.4,100.0,126.4,122.3,,,12.0,23.0,1.0,6.0,11.0,0.667,8.0,10.0,1.0,3.0,9.0,10.0,8.0,2.0,3.0,3.0,4.0,31.0,24.9,12.0,1.0,1.0,0.667,1.0,29.1,23.2,17.0,28.8,2.3,16.1,37.5,30.1,229.0,131.0,DAL,123,1,240.0,240.0,46.0,106.0,0.434,12.0,37.0,0.324,15.0,19.0,0.789,22.0,35.0,57.0,31.0,7.0,1.0,9.0,19.0,119.0,,,0.52,0.491,0.349,0.179,40.7,83.3,59.4,67.4,7.2,2.2,7.3,100.0,122.3,126.4,,,10.0,26.0,0.727,2.0,7.0,1.0,7.0,7.0,1.0,7.0,9.0,11.0,11.0,3.0,1.0,3.0,4.0,28.0,21.6,10.0,0.696,0.773,0.833,1.0,48.3,34.2,34.9,43.6,5.0,3.3,25.8,36.0,152.0,133.0,SAC,119,0,2023,2023-04-05,True
36,240.0,240.0,43.0,90.0,0.478,16.0,50.0,0.32,21.0,27.0,0.778,9.0,32.0,41.0,31.0,7.0,7.0,15.0,25.0,123.0,,,0.604,0.567,0.556,0.3,21.4,65.3,45.1,72.1,6.7,10.6,12.8,100.0,117.8,120.7,,,11.0,20.0,1.0,6.0,14.0,0.5,7.0,8.0,1.0,2.0,7.0,9.0,11.0,2.0,4.0,5.0,5.0,30.0,17.8,11.0,0.862,1.0,0.8,3.0,8.1,21.3,14.7,38.0,4.7,10.3,33.8,39.3,192.0,127.0,GSW,123,0,240.0,240.0,44.0,98.0,0.449,12.0,32.0,0.375,26.0,32.0,0.813,17.0,33.0,50.0,18.0,10.0,3.0,13.0,23.0,126.0,,,0.562,0.51,0.327,0.327,34.7,78.6,54.9,40.9,9.6,7.5,10.4,100.0,120.7,117.8,,,13.0,27.0,1.0,4.0,8.0,0.667,14.0,14.0,1.0,5.0,11.0,16.0,5.0,3.0,1.0,4.0,4.0,38.0,25.7,10.0,1.0,1.0,0.75,1.077,15.2,44.2,28.6,21.1,4.0,9.3,50.0,33.5,206.0,125.0,SAC,126,1,2023,2023-04-15,False
37,240.0,240.0,44.0,98.0,0.449,12.0,32.0,0.375,26.0,32.0,0.813,17.0,33.0,50.0,18.0,10.0,3.0,13.0,23.0,126.0,,,0.562,0.51,0.327,0.327,34.7,78.6,54.9,40.9,9.6,7.5,10.4,100.0,120.7,117.8,,,13.0,27.0,1.0,4.0,8.0,0.667,14.0,14.0,1.0,5.0,11.0,16.0,5.0,3.0,1.0,4.0,4.0,38.0,25.7,10.0,1.0,1.0,0.75,1.077,15.2,44.2,28.6,21.1,4.0,9.3,50.0,33.5,206.0,125.0,SAC,126,1,240.0,240.0,43.0,90.0,0.478,16.0,50.0,0.32,21.0,27.0,0.778,9.0,32.0,41.0,31.0,7.0,7.0,15.0,25.0,123.0,,,0.604,0.567,0.556,0.3,21.4,65.3,45.1,72.1,6.7,10.6,12.8,100.0,117.8,120.7,,,11.0,20.0,1.0,6.0,14.0,0.5,7.0,8.0,1.0,2.0,7.0,9.0,11.0,2.0,4.0,5.0,5.0,30.0,17.8,11.0,0.862,1.0,0.8,3.0,8.1,21.3,14.7,38.0,4.7,10.3,33.8,39.3,192.0,127.0,GSW,123,0,2023,2023-04-15,True
38,240.0,240.0,42.0,84.0,0.5,15.0,31.0,0.484,18.0,20.0,0.9,5.0,25.0,30.0,23.0,3.0,7.0,9.0,16.0,117.0,,,0.63,0.589,0.369,0.238,12.8,65.8,39.0,54.8,3.2,10.6,8.8,100.0,124.5,120.3,,,15.0,23.0,0.7,5.0,9.0,0.833,8.0,9.0,1.0,3.0,6.0,7.0,10.0,1.0,2.0,3.0,4.0,43.0,33.7,18.0,0.95,0.95,1.0,2.0,11.0,48.9,24.1,36.7,5.1,6.5,14.8,34.8,153.0,125.0,CLE,117,0,240.0,240.0,45.0,89.0,0.506,10.0,23.0,0.435,13.0,17.0,0.765,13.0,34.0,47.0,25.0,6.0,1.0,13.0,22.0,113.0,,,0.586,0.562,0.258,0.191,34.2,87.2,61.0,55.6,6.4,1.9,11.9,100.0,120.9,125.2,,,11.0,18.0,0.667,4.0,5.0,1.0,6.0,6.0,1.0,5.0,12.0,12.0,8.0,2.0,1.0,5.0,4.0,23.0,18.5,10.0,0.868,0.8,1.0,1.0,39.1,47.3,24.0,35.0,3.2,5.6,25.0,27.9,168.0,130.0,ORL,113,1,2023,2023-04-04,True
39,240.0,240.0,45.0,89.0,0.506,10.0,23.0,0.435,13.0,17.0,0.765,13.0,34.0,47.0,25.0,6.0,1.0,13.0,22.0,113.0,,,0.586,0.562,0.258,0.191,34.2,87.2,61.0,55.6,6.4,1.9,11.9,100.0,120.9,125.2,,,11.0,18.0,0.667,4.0,5.0,1.0,6.0,6.0,1.0,5.0,12.0,12.0,8.0,2.0,1.0,5.0,4.0,23.0,18.5,10.0,0.868,0.8,1.0,1.0,39.1,47.3,24.0,35.0,3.2,5.6,25.0,27.9,168.0,130.0,ORL,113,1,240.0,240.0,42.0,84.0,0.5,15.0,31.0,0.484,18.0,20.0,0.9,5.0,25.0,30.0,23.0,3.0,7.0,9.0,16.0,117.0,,,0.63,0.589,0.369,0.238,12.8,65.8,39.0,54.8,3.2,10.6,8.8,100.0,124.5,120.3,,,15.0,23.0,0.7,5.0,9.0,0.833,8.0,9.0,1.0,3.0,6.0,7.0,10.0,1.0,2.0,3.0,4.0,43.0,33.7,18.0,0.95,0.95,1.0,2.0,11.0,48.9,24.1,36.7,5.1,6.5,14.8,34.8,153.0,125.0,CLE,117,0,2023,2023-04-04,False
40,240.0,240.0,50.0,92.0,0.543,7.0,23.0,0.304,19.0,21.0,0.905,11.0,37.0,48.0,23.0,11.0,8.0,14.0,17.0,126.0,,,0.622,0.582,0.25,0.228,25.6,68.5,49.5,46.0,10.7,12.7,12.1,100.0,122.2,104.8,,,10.0,20.0,1.0,2.0,6.0,1.0,8.0,9.0,1.0,4.0,11.0,15.0,6.0,4.0,3.0,5.0,4.0,30.0,22.9,19.0,1.0,1.0,0.5,0.5,100.0,80.8,90.0,20.9,8.3,10.2,27.3,37.9,207.0,117.0,CHI,126,0,240.0,240.0,39.0,97.0,0.402,8.0,34.0,0.235,22.0,27.0,0.815,17.0,32.0,49.0,25.0,7.0,3.0,17.0,15.0,108.0,,,0.496,0.443,0.351,0.278,31.5,74.4,50.5,64.1,6.7,4.3,13.5,100.0,103.8,121.1,,,9.0,20.0,1.0,3.0,9.0,1.0,5.0,6.0,1.0,6.0,9.0,12.0,8.0,3.0,2.0,4.0,4.0,25.0,16.2,5.0,0.955,1.0,0.5,1.0,17.9,55.2,32.6,34.1,4.9,7.6,25.8,27.4,166.0,128.0,DET,108,1,2023,2023-01-19,True
41,240.0,240.0,39.0,97.0,0.402,8.0,34.0,0.235,22.0,27.0,0.815,17.0,32.0,49.0,25.0,7.0,3.0,17.0,15.0,108.0,,,0.496,0.443,0.351,0.278,31.5,74.4,50.5,64.1,6.7,4.3,13.5,100.0,103.8,121.1,,,9.0,20.0,1.0,3.0,9.0,1.0,5.0,6.0,1.0,6.0,9.0,12.0,8.0,3.0,2.0,4.0,4.0,25.0,16.2,5.0,0.955,1.0,0.5,1.0,17.9,55.2,32.6,34.1,4.9,7.6,25.8,27.4,166.0,128.0,DET,108,1,240.0,240.0,50.0,92.0,0.543,7.0,23.0,0.304,19.0,21.0,0.905,11.0,37.0,48.0,23.0,11.0,8.0,14.0,17.0,126.0,,,0.622,0.582,0.25,0.228,25.6,68.5,49.5,46.0,10.7,12.7,12.1,100.0,122.2,104.8,,,10.0,20.0,1.0,2.0,6.0,1.0,8.0,9.0,1.0,4.0,11.0,15.0,6.0,4.0,3.0,5.0,4.0,30.0,22.9,19.0,1.0,1.0,0.5,0.5,100.0,80.8,90.0,20.9,8.3,10.2,27.3,37.9,207.0,117.0,CHI,126,0,2023,2023-01-19,False
